Transaction_id,Transfer_type,Amount,Sender_account,Initial_balance_p1,new_balance_1,Recipient_account,Initial_balance_p2,new_balance_2,isFraud,isFlaggedFraud,Transaction_Date,Transaction_Time,Coordinates,ip_addresses
325,PAYMENT,4088.21,ACC30076937,0,0,ACC62004143,0,0,0,0,21-09-24,13:02:06,"(-22.040912129623493, 144.77095103356254)",176.129.125.220
326,PAYMENT,8491.9,ACC76345082,0,0,ACC75381114,0,0,0,0,22-08-24,07:52:08,"(65.35092913135404, -154.37828292683304)",46.4.216.46
327,DEBIT,6666.78,ACC52047995,11876,5209.22,ACC36220260,24777,189534.74,0,0,17-05-24,07:06:42,"(-87.73799657908489, -95.00748265751106)",138.168.12.157
328,PAYMENT,6536.86,ACC42546044,17319,10782.14,ACC46568863,0,0,0,0,24-04-24,15:44:41,"(-29.434626083187737, 86.28463070038225)",115.184.229.180
329,CASH_OUT,40684.97,ACC55506781,10782.14,0,ACC44527282,49530,66575.5,0,0,18-09-24,02:04:03,"(-29.296218514490022, -125.67122039945883)",116.222.158.63
330,PAYMENT,1553.21,ACC13865231,31516,29962.79,ACC40955162,0,0,0,0,20-08-24,17:44:14,"(21.760333486438796, -125.09771130061308)",115.93.220.82
331,DEBIT,7344.92,ACC75136511,0,0,ACC63247943,185432,0,0,0,17-05-24,11:15:12,"(15.64601048996218, 16.77723404854254)",32.231.75.16
332,CASH_OUT,106267.21,ACC66271652,0,0,ACC57922136,241106.05,49864.36,0,0,27-06-24,04:34:20,"(-76.83346068108449, 15.814984701514305)",211.151.103.103
333,PAYMENT,5491.5,ACC52654342,36605,31113.5,ACC34164476,0,0,0,0,10-08-24,09:08:16,"(-41.61882229968577, 31.553677246994255)",143.22.124.35
334,PAYMENT,3666.42,ACC28968859,48117,44450.58,ACC55838676,0,0,0,0,19-07-24,08:21:05,"(34.696615413941444, 164.54793534932247)",80.106.186.34
335,PAYMENT,5507.18,ACC20836201,36030,30522.82,ACC58444328,0,0,0,0,26-12-24,01:43:02,"(83.66674626110816, -49.736520432047826)",158.253.168.229
336,DEBIT,4565.14,ACC94369642,30265,25699.86,ACC38024989,829892.09,1567434.81,0,0,26-10-24,17:59:33,"(-12.838364083300746, -56.14837378405025)",221.45.210.11
337,PAYMENT,11348.71,ACC90720188,734899,723550.29,ACC39630362,0,0,0,0,27-03-24,01:15:04,"(27.23926516694104, 29.07161393241458)",56.95.17.66
338,TRANSFER,123179.97,ACC54728534,7215,0,ACC67188273,12904.68,43691.09,0,0,28-01-24,12:36:20,"(70.69962667872261, 101.51448379383152)",6.110.13.51
339,PAYMENT,7073.6,ACC25576197,0,0,ACC48669882,0,0,0,0,06-12-24,12:43:40,"(-85.46145476519553, -171.22988510184723)",200.237.38.171
340,PAYMENT,2803.83,ACC99225094,0,0,ACC11830424,0,0,0,0,14-09-24,00:06:14,"(87.86457018223581, -32.82878579590013)",164.3.217.192
341,PAYMENT,106.81,ACC56195150,0,0,ACC80325402,0,0,0,0,18-05-24,16:17:35,"(-12.117386093377746, 151.06890473746745)",166.79.135.25
342,PAYMENT,6297.71,ACC39365518,762,0,ACC59330740,0,0,0,0,19-12-24,16:34:32,"(-30.549712936133524, 98.20809986947944)",159.219.189.164
343,PAYMENT,2610.01,ACC87795166,58697.54,56087.54,ACC83190289,0,0,0,0,13-10-24,03:56:32,"(-59.65831258064159, -81.16619582444262)",89.79.30.218
344,PAYMENT,5320.1,ACC82424743,56087.54,50767.43,ACC71430372,0,0,0,0,23-05-24,12:35:16,"(-19.943853012919973, -0.5278829505269016)",211.249.216.45
345,PAYMENT,1460.63,ACC60077551,1132,0,ACC68335957,0,0,0,0,07-06-24,00:34:22,"(-36.71905398367665, -178.78413573663457)",169.226.100.211
346,TRANSFER,522264.81,ACC80222610,24,0,ACC92179031,11361,2025098.66,0,0,19-06-24,11:13:52,"(-20.72075515591078, -127.11334822531703)",119.45.194.126
347,DEBIT,3584.21,ACC15744528,135496,131911.79,ACC64203463,100614.05,24044.18,0,0,16-09-24,20:50:22,"(23.670735691973718, 20.683791696622876)",6.185.154.53
348,PAYMENT,3704.97,ACC83178132,24553,20848.03,ACC32177677,0,0,0,0,15-12-24,19:44:21,"(-1.6347344963145076, -51.073094841772416)",102.235.52.190
349,PAYMENT,2773.61,ACC32005906,14332,11558.39,ACC87783518,0,0,0,0,18-11-24,08:10:55,"(62.84393376491721, -156.14957294326027)",85.22.226.62
350,PAYMENT,3896.42,ACC50792824,11558.39,7661.97,ACC65308713,0,0,0,0,09-07-24,11:54:11,"(10.45911569803711, 77.75451076495585)",216.202.4.101
351,PAYMENT,18781.84,ACC19713334,7661.97,0,ACC70984754,0,0,0,0,29-12-24,14:40:38,"(-82.4855768559485, 18.439989814063296)",46.121.72.162
352,PAYMENT,6660.33,ACC37767046,17710,11049.67,ACC71378960,0,0,0,0,26-11-24,17:54:42,"(-70.03119717768124, -97.56210145608563)",184.167.146.247
353,TRANSFER,26923.42,ACC19558779,11049.67,0,ACC94144903,199404.91,95508.95,0,0,30-06-24,20:33:04,"(-88.15086633673684, -4.059696259292423)",78.126.55.32
354,TRANSFER,53783.57,ACC81355140,0,0,ACC76858120,75514,420946.86,0,0,07-05-24,01:06:01,"(61.56303592157073, 128.3404630721967)",119.101.204.16
355,TRANSFER,80333.28,ACC23084468,0,0,ACC96521863,321592.98,277515.05,0,0,26-12-24,20:38:04,"(69.35525421061408, 63.65776648144771)",140.49.161.38
356,TRANSFER,211075.91,ACC39297576,0,0,ACC78981115,930082.81,1254956.07,0,0,24-12-24,04:20:54,"(-47.572466007298836, -89.39125668063855)",108.209.130.112
357,TRANSFER,100677.86,ACC42814618,0,0,ACC91571682,701567.56,55974.56,0,0,08-12-24,02:16:39,"(-58.63942631230502, 68.57625745806496)",68.186.162.105
358,TRANSFER,473499.51,ACC17442528,0,0,ACC13362918,883248.39,3461666.05,0,0,09-03-24,07:09:16,"(14.208071190087765, 120.22687017689503)",171.33.193.125
359,TRANSFER,1538200.39,ACC36780049,0,0,ACC90972457,6977445.38,19169204.93,0,0,15-05-24,17:05:14,"(18.725981953634573, -40.352846210400145)",138.253.127.60
360,TRANSFER,2421578.09,ACC69218711,0,0,ACC54408985,8515645.77,19169204.93,0,0,21-11-24,13:35:29,"(-83.16557736840255, 83.37295937088567)",43.230.14.218
361,TRANSFER,1349670.68,ACC61165326,0,0,ACC53039750,1538085.96,5515763.34,0,0,14-09-24,18:22:59,"(-67.4740008988475, 64.97373950043217)",99.238.189.2
362,TRANSFER,314403.14,ACC65437336,0,0,ACC15833879,888232.25,4619798.56,0,0,13-02-24,13:00:19,"(46.091136399871004, -153.592696167457)",47.26.220.238
363,TRANSFER,1457213.54,ACC81100371,0,0,ACC24431541,10937223.86,19169204.93,0,0,22-06-24,00:27:55,"(-87.69439443692366, 147.65779761733575)",134.43.249.241
364,TRANSFER,180368.84,ACC43252619,0,0,ACC43186250,1437353.34,16518.36,0,0,22-07-24,05:25:41,"(22.467893348786916, -125.28878381461007)",82.20.5.193
365,TRANSFER,445038.71,ACC37759494,0,0,ACC43625786,802245.42,55974.56,0,0,20-11-24,18:38:27,"(81.42122361392589, -137.25393311554876)",138.249.48.137
366,TRANSFER,1123206.66,ACC85521096,0,0,ACC45275753,1773963.18,3940085.21,0,0,20-09-24,05:39:23,"(-56.94726767092538, 19.92929724862654)",220.64.215.215
367,DEBIT,996,ACC74856617,46132,45136,ACC63580422,88106.55,1015132.48,0,0,28-04-24,23:07:08,"(-73.66511688783876, -15.470998783524067)",39.17.173.104
368,TRANSFER,176334.26,ACC89907648,45136,0,ACC83457622,1251626.46,2107778.11,0,0,19-09-24,21:24:49,"(4.750698031801065, -0.9370867365461208)",169.87.192.115
369,TRANSFER,161217.61,ACC21327910,0,0,ACC21654084,199733,5602234.95,0,0,21-09-24,19:56:14,"(73.00125438008959, -159.18549900304538)",183.173.207.147
370,TRANSFER,108443.61,ACC79529652,0,0,ACC29629686,246974.3,0,0,0,05-09-24,07:51:10,"(44.319997780155916, 157.0361043935464)",148.168.218.152
371,TRANSFER,75442.68,ACC57160021,0,0,ACC72391983,80469,500631.71,0,0,14-08-24,15:12:24,"(-54.77321057407797, -178.42133613203805)",192.157.129.94
372,TRANSFER,55536.86,ACC59857154,0,0,ACC63986207,915902.37,3420103.09,0,0,26-01-24,02:27:16,"(33.010191483140886, 176.79574142600484)",149.114.243.64
373,TRANSFER,438437.09,ACC20291439,0,0,ACC32576614,740675.45,6453430.91,0,0,21-04-24,06:22:53,"(61.60717776639726, -97.48879418152603)",48.148.109.38
374,TRANSFER,928722.69,ACC67349090,0,0,ACC76704313,1259119.8,971418.91,0,0,15-04-24,04:01:27,"(55.179794305623545, -73.91465109498222)",44.4.99.95
375,TRANSFER,1478772.04,ACC66084780,0,0,ACC17609543,1652668.12,22190.99,0,0,27-12-24,04:58:08,"(-23.354097117351145, -138.23010695948085)",103.214.103.159
376,TRANSFER,2545478.01,ACC65646619,0,0,ACC95557677,12394437.4,19169204.93,0,0,12-05-24,22:25:15,"(-40.75322102658225, 54.216148849967254)",69.11.6.246
377,TRANSFER,2061082.82,ACC77360533,0,0,ACC74665927,14939915.42,19169204.93,0,0,15-01-24,23:34:03,"(-80.02019265330162, -80.2551703923078)",90.194.127.42
378,TRANSFER,983479.66,ACC61958909,0,0,ACC50244861,3131440.16,22190.99,0,0,18-01-24,16:48:10,"(53.755338744224986, -117.76885197302447)",160.135.181.85
379,TRANSFER,635507.97,ACC22265679,0,0,ACC51888242,834457.23,1567434.81,0,0,23-04-24,20:51:35,"(-42.532561532792826, 177.30871207033312)",97.54.74.13
380,TRANSFER,848231.57,ACC64730714,0,0,ACC87942904,4114919.82,22190.99,0,0,23-07-24,22:35:15,"(-12.122931918061411, -172.14807071458395)",206.26.211.10
381,TRANSFER,739112.93,ACC96127612,0,0,ACC33404959,1141158.73,1254956.07,0,0,28-11-24,22:39:10,"(-52.256000489814525, 156.19426754838003)",181.212.67.47
382,TRANSFER,324397.94,ACC93413279,0,0,ACC61260366,373058.79,2719172.89,0,0,19-04-24,13:31:30,"(79.49491062150585, 21.63376381188985)",93.108.152.126
383,TRANSFER,982862.81,ACC51947262,0,0,ACC48140231,2187842.49,971418.91,0,0,10-07-24,04:39:52,"(-19.775301379213445, -81.45460090352047)",199.240.193.145
384,TRANSFER,955855,ACC84613634,0,0,ACC60568089,1179112.54,6453430.91,0,0,23-10-24,01:10:57,"(2.489589622113769, -37.96428253499394)",83.206.156.75
385,TRANSFER,179253.24,ACC21189181,0,0,ACC37177466,179614.1,46462.23,0,0,08-07-24,02:13:36,"(-51.07012418257918, 46.11642314362234)",159.90.152.8
386,PAYMENT,5446.88,ACC55948350,666,0,ACC81972042,0,0,0,0,14-06-24,08:11:55,"(-13.370686293438865, 149.36488280240638)",56.175.166.171
387,PAYMENT,648.64,ACC58019162,873,224.36,ACC36428340,0,0,0,0,23-10-24,00:49:35,"(44.57183867141097, -23.26021964416168)",54.76.131.192
388,PAYMENT,8494.71,ACC35422179,11129,2634.29,ACC20055036,0,0,0,0,19-02-24,14:20:13,"(56.41939724008077, -51.04085448286477)",55.156.85.89
389,CASH_OUT,373068.26,ACC76595140,20034,0,ACC40943051,1427960.73,2107778.11,0,0,31-01-24,16:36:03,"(-18.59615637693966, -89.10156046857614)",195.155.7.111
390,CASH_IN,143236.26,ACC47232198,0,143236.26,ACC50869463,608932.17,97263.78,0,0,04-03-24,06:05:24,"(-85.91887599992461, 156.6835195610712)",47.83.148.148
391,CASH_IN,228451.89,ACC36112581,143236.26,371688.15,ACC14186638,719678.38,1186556.81,0,0,01-12-24,16:25:12,"(84.0596751868002, -15.428690788391833)",113.19.197.177
392,CASH_IN,35902.49,ACC97748302,371688.15,407590.65,ACC85291939,49003.3,0,0,0,31-07-24,02:01:19,"(84.1647536342725, -68.1276960784233)",93.167.120.40
393,CASH_IN,232953.64,ACC24128300,407590.65,640544.28,ACC36563438,1172672.27,1517262.16,0,0,04-10-24,06:50:58,"(88.37204712227773, -111.28426441751911)",3.30.105.239
394,CASH_IN,65912.95,ACC77724593,640544.28,706457.23,ACC69663604,104198.26,24044.18,0,0,29-05-24,07:20:23,"(-21.908758870837545, 137.9446200795249)",167.14.26.15
395,CASH_IN,193492.68,ACC78351426,706457.23,899949.91,ACC85953253,1247284.13,55974.56,0,0,20-11-24,18:11:52,"(-31.08372931201044, 106.99222099426919)",102.167.67.120
396,CASH_IN,60836.64,ACC18611297,899949.91,960786.56,ACC29194561,143436,5203.54,0,0,23-05-24,08:54:45,"(-46.545640648922664, 148.52735818438975)",161.144.122.239
397,CASH_IN,62325.15,ACC41019414,960786.56,1023111.71,ACC94200769,1880271.66,1254956.07,0,0,31-03-24,19:55:21,"(-23.27216143064817, 92.3223332506061)",82.150.194.58
398,CASH_IN,349640.51,ACC41537244,1023111.71,1372752.22,ACC63921665,360950.61,5602234.95,0,0,21-01-24,21:29:19,"(17.93856848369137, 10.937900724284276)",202.20.208.129
399,CASH_IN,135324.19,ACC82033901,1372752.22,1508076.41,ACC83184209,1356747.89,3461666.05,0,0,28-08-24,04:54:46,"(9.588492228734651, -84.82679706523413)",214.180.244.222
400,CASH_IN,380015.14,ACC97709915,1508076.41,1888091.55,ACC59800256,1336470.16,1178808.14,0,0,20-02-24,23:50:54,"(8.924130202770954, 118.11972624492051)",93.92.230.84
401,CASH_IN,418688.27,ACC47057096,1888091.55,2306779.82,ACC91409272,956455.03,1178808.14,0,0,24-10-24,01:49:54,"(-82.4225820414055, 115.90839012100616)",53.85.17.233
402,CASH_IN,311023.52,ACC35839554,2306779.82,2617803.34,ACC20675865,1477776.96,0,0,0,27-11-24,09:05:26,"(-13.53500811363125, 82.96570104753471)",54.158.209.30
403,CASH_IN,151862.38,ACC90952477,2617803.34,2769665.72,ACC45935275,158858.48,0,0,0,11-01-24,04:56:59,"(63.727395274379404, 148.73783476806636)",29.162.62.212
404,CASH_IN,228710.05,ACC74088332,2769665.72,2998375.78,ACC59000736,743792.14,16997.22,0,0,25-02-24,05:03:28,"(-52.49616998373859, -124.02813782801383)",104.251.85.61
405,CASH_IN,220431.09,ACC59798859,2998375.78,3218806.87,ACC79781183,2897169.84,3940085.21,0,0,18-03-24,22:56:02,"(76.23293553376038, -68.43195474785168)",138.40.124.224
406,CASH_IN,182861.45,ACC33232958,3218806.87,3401668.32,ACC47491717,192776.92,0,0,0,30-10-24,06:57:29,"(33.19512912492827, 143.59099869135304)",36.226.51.132
407,CASH_IN,231881.5,ACC59571303,3401668.32,3633549.82,ACC15159140,894141.72,2415.16,0,0,02-06-24,23:22:50,"(-14.16816573768996, -2.8545287504553585)",86.68.65.45
408,CASH_IN,38071.17,ACC48916838,3633549.82,3671620.98,ACC47010926,122487,54985.05,0,0,13-11-24,22:58:51,"(-0.3746097511167079, -72.06726668418928)",66.102.19.98
409,CASH_IN,87117.29,ACC78800501,3671620.98,3758738.27,ACC71078197,501093.89,31469.78,0,0,05-06-24,13:35:32,"(33.280605593335764, 138.21465373233957)",1.86.58.106
410,CASH_IN,114271.72,ACC62473767,3758738.27,3873009.99,ACC27854544,3170705.3,971418.91,0,0,10-11-24,01:18:51,"(-29.062400717531, -96.36613194210918)",43.177.40.19
411,CASH_IN,73199.1,ACC66631402,3873009.99,3946209.08,ACC29405438,401926.25,277515.05,0,0,07-06-24,22:11:07,"(-13.129301934277876, 103.79199056865605)",8.250.111.189
412,CASH_IN,764772.98,ACC86685036,3946209.08,4710982.07,ACC69147411,3056433.58,971418.91,0,0,01-11-24,10:21:24,"(79.28616976963357, 131.62393696052646)",109.2.255.97
413,CASH_IN,106847.36,ACC38308184,4710982.07,4817829.42,ACC37851602,335711.51,52415.15,0,0,16-02-24,02:14:40,"(-54.82214891030948, 102.23843146526605)",59.112.196.126
414,CASH_IN,6287.28,ACC20583635,4817829.42,4824116.71,ACC51809077,11274,0,0,0,30-01-24,10:01:23,"(-16.87651729954311, 65.88525550978196)",8.41.141.149
415,CASH_IN,24936.34,ACC82015553,4824116.71,4849053.05,ACC48880541,104408,42450.71,0,0,18-12-24,22:54:15,"(58.807089117803656, -31.877457655992714)",52.111.253.5
416,CASH_IN,55837.16,ACC52524307,4849053.05,4904890.21,ACC47515296,66800.82,10963.66,0,0,12-04-24,23:18:12,"(73.05780616328397, 63.359073164958545)",11.132.191.38
417,CASH_IN,63255.29,ACC82563189,4904890.21,4968145.5,ACC73013088,237735.3,0,0,0,19-08-24,13:27:36,"(-64.43338155813366, 164.590157430568)",74.30.215.43
418,CASH_IN,104605.78,ACC96381411,4968145.5,5072751.28,ACC60683873,207302.14,92307.65,0,0,21-09-24,00:57:41,"(-31.64516258206553, -103.258768244815)",186.97.213.159
419,CASH_IN,154160.82,ACC51170377,5072751.28,5226912.1,ACC67031861,157376,0,0,0,09-03-24,14:40:10,"(11.111743909736987, -4.9821625465442025)",163.239.48.170
420,CASH_IN,257348.03,ACC52249453,5226912.1,5484260.13,ACC47248852,2291660.6,971418.91,0,0,14-05-24,18:44:35,"(80.66631532072088, 69.2607836156377)",99.21.227.221
421,CASH_IN,201073.81,ACC86122251,5484260.13,5685333.94,ACC94796604,537766.76,1178808.14,0,0,19-03-24,23:35:35,"(34.67601639561144, 142.02223603683944)",146.44.208.223
422,CASH_IN,53560.68,ACC10557933,5685333.94,5738894.62,ACC62626589,172857.68,22233.65,0,0,19-02-24,23:46:02,"(-64.00105962801878, -84.94880382244004)",34.189.21.199
423,CASH_IN,334234.39,ACC73771688,5738894.62,6073129.01,ACC87366764,358867.35,46462.23,0,0,25-08-24,12:26:55,"(-6.86196419695213, 41.51557162250663)",166.241.0.252
424,CASH_IN,227335.16,ACC90864110,6073129.01,6300464.17,ACC23793184,1817946.5,1254956.07,0,0,09-06-24,14:17:09,"(-25.385970363652945, -98.93628970071856)",127.15.241.31
425,CASH_IN,134426.08,ACC20942775,6300464.17,6434890.26,ACC61771811,228864.16,52415.15,0,0,21-08-24,17:59:07,"(-74.4820921815697, 0.5705334328697802)",79.184.114.96
426,CASH_IN,2643.45,ACC38119320,6434890.26,6437533.71,ACC41063183,49974,1891.79,0,0,12-05-24,01:00:35,"(88.52492194616735, 149.89330192036965)",197.151.201.91
427,CASH_IN,134977.11,ACC83248720,6437533.71,6572510.82,ACC92740671,471814.89,424250.45,0,0,17-10-24,20:52:19,"(-61.250845991139386, 81.71178762318732)",85.3.123.32
428,CASH_IN,25090.03,ACC93761765,6572510.82,6597600.85,ACC95521295,80148.6,0,0,0,26-09-24,11:12:35,"(75.06266537551485, -174.5873466168658)",85.224.137.228
429,CASH_IN,147388.67,ACC86828937,6597600.85,6744989.53,ACC98517653,184486.01,64106.18,0,0,28-07-24,12:42:57,"(38.288347485576054, -138.7399377018785)",76.101.41.189
430,CASH_IN,217615.09,ACC67765481,6744989.53,6962604.61,ACC21275760,971439.24,3420103.09,0,0,29-04-24,08:58:15,"(-48.86212611257245, -168.75732122216357)",169.136.52.197
431,CASH_IN,355294.5,ACC86419152,6962604.61,7317899.11,ACC39639694,1469965.2,1567434.81,0,0,18-07-24,15:47:25,"(78.20187710655796, -82.30886139217895)",150.228.156.235
432,CASH_IN,12336.48,ACC56044191,7317899.11,7330235.59,ACC11385016,21024,83845.22,0,0,27-05-24,09:40:18,"(-15.930161549751887, -147.95966882810703)",27.44.58.136
433,CASH_IN,349505.89,ACC91498501,7330235.59,7679741.48,ACC49962234,17000998.23,19169204.93,0,0,21-05-24,01:44:53,"(-25.0708136360834, -72.76885753434124)",136.84.35.48
434,CASH_IN,285185.34,ACC11312229,7679741.48,7964926.82,ACC23880768,451065.09,353532.56,0,0,15-10-24,20:55:57,"(-82.92505107950824, -9.846819668902384)",79.35.221.244
435,CASH_IN,132953.45,ACC72026946,7964926.82,8097880.27,ACC51754528,1617722.17,16518.36,0,0,21-10-24,08:12:07,"(-57.45483594630785, -167.77667921202357)",90.43.134.169
436,CASH_IN,214851.41,ACC35472168,8097880.27,8312731.68,ACC69705108,939718.63,1517262.16,0,0,09-03-24,20:34:17,"(-68.96278087150579, 95.08888958658184)",118.90.238.25
437,CASH_IN,54988.56,ACC95493001,8312731.68,8367720.25,ACC88484019,60870,10588885.27,0,0,17-02-24,04:19:29,"(-25.483703188172854, 153.25331633007954)",20.224.59.182
438,CASH_IN,62871.06,ACC12684620,8367720.25,8430591.3,ACC92984322,177707.91,4894.45,0,0,20-03-24,18:29:58,"(-70.92622971120936, -120.64974264544621)",69.186.160.23
439,CASH_IN,61150.85,ACC66789387,8430591.3,8491742.16,ACC73240379,1166393.13,2107965.39,0,0,08-01-24,09:38:48,"(-35.73737462444871, -78.43970051332442)",223.107.203.75
440,CASH_IN,131409.27,ACC13611922,8491742.16,8623151.43,ACC46376519,290276.03,265092.36,0,0,23-08-24,01:14:53,"(74.69300585307326, 170.55625465505682)",98.199.132.55
441,CASH_IN,10844.33,ACC51432161,8623151.43,8633995.76,ACC12026895,42274,290772.6,0,0,11-10-24,08:17:51,"(-36.89454720704093, -130.5295505848187)",92.248.26.245
442,PAYMENT,2054.84,ACC62242696,22195,20140.16,ACC38436567,0,0,0,0,04-10-24,03:06:08,"(14.637254285199802, 159.06659541408936)",119.16.89.229
443,CASH_IN,313373.56,ACC61497816,20140.16,333513.72,ACC97454602,2034312.57,971418.91,0,0,27-04-24,04:48:36,"(-14.45665157357719, 153.58397228097027)",91.84.129.30
444,CASH_IN,13289.87,ACC61690285,333513.72,346803.59,ACC57425058,78256.1,0,0,0,26-03-24,00:37:28,"(-12.688108042756724, 108.84895740400839)",19.39.59.55
445,CASH_IN,27070.11,ACC44817423,346803.59,373873.7,ACC95217052,70595,122750.49,0,0,02-04-24,13:50:10,"(-89.23415103166307, 124.7292048069055)",10.195.46.135
446,CASH_IN,127954.7,ACC60162302,373873.7,501828.4,ACC10244545,1590611.34,1254956.07,0,0,23-11-24,16:24:10,"(-8.771041472749545, 56.62971966069114)",92.30.35.124
447,CASH_IN,197031.04,ACC79927568,501828.4,698859.44,ACC49955478,515082.09,16997.22,0,0,17-09-24,08:35:01,"(-50.994224227447766, 15.8351864263457)",118.19.122.213
448,CASH_IN,144366.64,ACC19549747,698859.44,843226.08,ACC28269075,1720939.01,971418.91,0,0,05-04-24,05:33:52,"(-31.711579435245497, 170.98653841365973)",175.134.40.131
449,CASH_IN,7965.49,ACC65164070,843226.08,851191.57,ACC66795734,35100.09,40348.79,0,0,29-05-24,04:42:13,"(-40.1371436071325, -16.152374635223254)",194.252.177.165
450,CASH_IN,123103.74,ACC87762042,851191.57,974295.31,ACC93037661,541942.24,46820.71,0,0,22-05-24,07:06:18,"(87.71210912177534, 129.06692528695294)",165.64.127.154
451,CASH_IN,106634.77,ACC91708553,974295.31,1080930.07,ACC44506357,4963151.39,22190.99,0,0,29-03-24,09:23:09,"(16.06823807143965, 54.551351217684356)",212.172.237.15
452,CASH_IN,74933.22,ACC95767029,1080930.07,1155863.3,ACC47924673,1312918.22,1412484.09,0,0,01-06-24,06:12:58,"(-0.5960426421804499, -9.02380447062015)",43.64.45.7
453,CASH_IN,120234.99,ACC98052956,1155863.3,1276098.29,ACC37523567,194026.33,965870.05,0,0,31-03-24,15:25:08,"(86.30014110603508, 22.88467542959205)",151.149.16.164
454,CASH_IN,5763.99,ACC29134999,1276098.29,1281862.28,ACC71117593,24632.95,46462.23,0,0,18-05-24,16:48:06,"(-3.6520766419202317, 25.41555222805664)",124.66.23.117
455,CASH_IN,156922.36,ACC87965308,1281862.28,1438784.65,ACC61826889,2887756.64,5515763.34,0,0,12-11-24,15:26:43,"(-23.625069820377888, -111.71046686433473)",129.202.43.77
456,CASH_IN,162665.98,ACC59961921,1438784.65,1601450.63,ACC25630425,362164.9,0,0,0,01-05-24,07:03:46,"(-24.88700301175757, -107.0728380746684)",98.102.153.120
457,CASH_IN,110226.34,ACC47721844,1601450.63,1601450.63,ACC58669845,1601450.63,10681238.79,0,0,25-09-24,00:39:53,"(-79.17783622560073, -158.1753677555757)",198.71.88.10
458,CASH_IN,142577.44,ACC73093646,1601450.63,1744028.07,ACC96069219,174480.01,0,0,0,07-06-24,13:13:40,"(81.47176965225452, -50.342507182329)",84.136.14.126
459,CASH_IN,6915.38,ACC95435679,1744028.07,1750943.45,ACC35436862,49685,0,0,0,12-04-24,17:44:01,"(78.5092232423014, 102.5204318269441)",125.34.111.57
460,CASH_IN,157108.01,ACC20768911,1750943.45,1908051.46,ACC77235600,1576572.37,971418.91,0,0,01-07-24,14:13:19,"(-57.446594910411214, 103.24813430616831)",57.214.23.119
461,CASH_IN,223555.14,ACC76428482,1908051.46,2131606.6,ACC83656461,1462656.64,1254956.07,0,0,29-10-24,20:26:43,"(52.918099635402285, -88.05375767069826)",152.88.247.50
462,CASH_IN,146331.12,ACC93896368,2131606.6,2277937.72,ACC33169277,1053791.45,55974.56,0,0,15-02-24,03:28:49,"(-69.11484393482097, 32.864876260721786)",17.52.59.151
463,CASH_IN,141131.23,ACC76455250,2277937.72,2419068.96,ACC22314912,1419464.36,971418.91,0,0,18-07-24,16:01:21,"(14.164148232237736, -115.25467622350361)",142.237.57.220
464,CASH_IN,222711.47,ACC92673426,2419068.96,2641780.43,ACC55795288,16651492.34,19169204.93,0,0,09-03-24,09:21:01,"(32.11532806722629, -112.37779417885919)",133.19.168.108
465,CASH_IN,84980.31,ACC34627397,2641780.43,2726760.74,ACC25673639,165879.75,353532.56,0,0,31-08-24,18:45:32,"(-16.68144057957106, -6.232132613117557)",92.18.235.108
466,CASH_IN,628719.07,ACC86764389,2726760.74,3355479.81,ACC58697279,1484768.73,16518.36,0,0,01-06-24,13:31:05,"(25.364948840560544, -47.71092246443487)",64.210.27.73
467,CASH_IN,79285.8,ACC21216372,3355479.81,3434765.61,ACC41552758,4856516.62,22190.99,0,0,28-03-24,13:51:48,"(-56.594594116646654, 0.19181443008665156)",33.236.6.70
468,CASH_IN,57809.81,ACC76532686,3434765.61,3492575.42,ACC73590526,59666,0,0,0,02-05-24,16:49:50,"(-74.97776165541578, -40.62100945511739)",214.83.166.60
469,CASH_IN,75043.17,ACC48151217,3492575.42,3567618.59,ACC54212657,156547,0,0,0,03-02-24,04:35:03,"(33.00234254351939, 118.61269773007444)",203.234.138.161
470,CASH_IN,248196.92,ACC38335755,3567618.59,3815815.51,ACC11902676,318051.05,16997.22,0,0,23-10-24,16:41:40,"(5.032536422244959, 173.75488718453846)",19.37.178.240
471,CASH_IN,18851.44,ACC35432661,3815815.51,3834666.95,ACC21292052,47330.55,1891.79,0,0,19-11-24,22:34:52,"(-64.17476655483652, 34.957273731562054)",88.31.84.32
472,CASH_IN,403418.39,ACC24923855,3834666.95,4238085.34,ACC78011899,1801028.99,2107778.11,0,0,27-04-24,21:07:57,"(33.56489488353358, 127.08704463211512)",152.208.231.168
473,CASH_IN,235564.81,ACC84329122,4238085.34,4473650.15,ACC96024744,2676738.75,3940085.21,0,0,14-03-24,08:20:31,"(68.02172319250673, -76.01715147864363)",12.105.9.25
474,CASH_IN,32325.24,ACC64598648,4473650.15,4505975.39,ACC21851057,158866.76,265092.36,0,0,24-11-24,02:54:27,"(-75.2634124190905, 28.814108260025534)",158.148.33.58
475,CASH_IN,345347.7,ACC16154852,4505975.39,4851323.08,ACC82224566,355417.92,0,0,0,30-01-24,02:56:37,"(30.243172487860974, 179.18739770829205)",117.124.130.240
476,CASH_IN,355500.25,ACC29132929,4851323.08,5206823.33,ACC89884327,1166753.44,0,0,0,21-07-24,16:43:38,"(48.53752907733417, -65.74677200999415)",8.190.156.79
477,CASH_IN,103005.78,ACC62358069,5206823.33,5309829.12,ACC77975456,114836.85,4894.45,0,0,28-05-24,06:54:31,"(-15.635884852515389, -69.63672355554348)",4.105.199.187
